clean_text,category,location,status,date,name,contact
brown business laptop,laptop,ab3,lost,11/12/2024 12:33,Sobia Khan,3878040642
black flash usb drive,usb,ab4,found,13/11/2024 18:37,Sana Malik,3815607085
brown wall charger,charger,love garden,lost,28/10/2024 13:52,Saad Ahmed,3519274159
black slim samsung phone,phone,ab1,lost,03/09/2024 16:46,Sana Malik,3834161043
brown cracked iphone,phone,garden,found,14/09/2024 21:13,Iqra Khan,3432476710
black slim iphone,phone,ab5,lost,31/10/2024 17:19,Nimra Khan,3715448926
brown leather wallet,wallet,hostel,lost,04/11/2024 22:38,Mudassir Ali,3383863495
brown plastic bottle,bottle,ab2,lost,13/09/2024 11:12,Waleed Ahmed,3112187287
brown bifold wallet,wallet,cc,lost,17/10/2024 17:18,Ahsan Khan,3386221728
brown ringed keys,keys,ab4,lost,22/10/2024 22:29,Aiman Ali,3621119172
brown portable umbrella,umbrella,hostel,lost,07/09/2024 20:57,Huzaifa Ahmed,3511544823
black sport earbuds,earbuds,hostel,lost,04/11/2024 15:13,Asad Ahmed,3460447830
black USB-C charger,charger,cc,lost,24/10/2024 13:37,Ahmed Raza,3855640042
black compact usb drive,usb,parking,found,11/09/2024 23:51,Mudassir Ali,3666431475
brown small notebook,notebook,cc,lost,12/09/2024 16:58,Ali Khan,3460237153
black in-ear earbuds,earbuds,love garden,lost,25/11/2024 15:57,Qasim Ahmed,3305952412
brown photo id card,id_card,library,lost,05/09/2024 15:00,Waqar Ali,3927590291
black wireless earbuds,earbuds,ab5,lost,28/04/2025 13:17,Uzma Ahmed,3640408657
brown plastic bottle,bottle,ab4,lost,02/11/2024 16:29,Usman Ali,3204053644
brown portable laptop,laptop,library,found,31/10/2024 17:05,Zain Khan,3121134681
brown sport watch,watch,garden,found,29/09/2025 18:36,Sohail Ali,3342857606
brown hard-cover notebook,notebook,library,lost,02/11/2024 23:56,Rabia Ahmed,3234308849
brown basic calculator,calculator,ab2,lost,05/09/2024 14:03,Ayesha Khan,3957874280
brown university id card,id_card,parking,lost,16/10/2024 16:51,Sidra Khan,3713698186
brown cracked iphone,phone,ab3,lost,28/02/2025 17:16,Anaya Ali,3592948289
brown steel bottle,bottle,cc,found,13/09/2024 14:17,Lubna Khan,3332306700
black student id card,id_card,ab3,lost,05/09/2024 16:38,Nadia Ali,3167842364
black compact earbuds,earbuds,ab3,lost,11/10/2024 22:17,Hafsa Ali,3875462124
black tinted glasses,glasses,canteen,lost,29/10/2024 16:55,Anaya Ali,3440149900
black noise-cancelling earbuds,earbuds,ab1,lost,14/10/2024 9:03,Rizwan Ali,3232044404
black slim iphone,phone,garden,lost,30/10/2024 20:09,Shazia Ali,3310501380
brown access id card,id_card,love garden,lost,25/10/2024 12:09,Hafsa Ali,3600323471
brown spiral notebook,notebook,parking,lost,19/10/2024 11:59,Fahad Khan,3294343748
black steel bottle,bottle,parking,lost,22/10/2024 9:06,Omar Farooq,3428123246
black solar calculator,calculator,library,lost,11/09/2024 19:11,Bilal Khan,3591399998
black university id card,id_card,garden,lost,06/11/2024 10:30,Adnan Khan,3367650475
black card wallet,wallet,mosque,found,11/12/2024 15:08,Naveed Khan,3839716767
black steel bottle,bottle,cc,lost,09/12/2024 14:14,Laiba Khan,3180167530
black analog watch,watch,ab3,lost,07/12/2024 1:53,Huma Ali,3213448344
brown pocket calculator,calculator,ab5,lost,22/01/2026 0:21,Alina Khan,3927153329
brown flash usb drive,usb,canteen,lost,04/11/2024 17:47,Rida Ali,3610774743
black compact laptop,laptop,mosque,found,01/11/2024 18:43,Rehan Khan,3942215375
brown slim iphone,phone,library,found,28/10/2024 17:09,Noor Fatima,3224765594
brown in-ear earbuds,earbuds,garden,found,28/10/2024 14:18,Rabia Ahmed,3924771401
brown lined notebook,notebook,garden,lost,12/09/2024 23:22,Sohail Ali,3449905637
black university id card,id_card,canteen,lost,12/10/2024 0:25,Yasir Khan,3368529089
brown  iphone,phone,ab3,lost,06/09/2024 22:38,Amna Ali,3996373580
black photo id card,id_card,ab5,lost,07/02/2025 15:40,Qasim Ahmed,3225469292
brown wireless earbuds,earbuds,love garden,found,04/11/2024 21:55,Hassan Ahmed,3351066092
black fast charger,charger,ab4,found,16/09/2024 13:21,Ali Khan,3253122845
black portable charger,charger,ab2,lost,21/10/2024 21:45,Talha Khan,3990922021
brown student id card,id_card,hostel,lost,26/11/2024 9:03,Fatima Ali,3947416619
black shoulder bag,bag,library,lost,19/09/2024 14:09,Rukhsar Khan,3703355934
brown sport watch,watch,mosque,lost,23/10/2024 12:13,Shahzaib Ali,3757597406
black portable charger,charger,ab5,lost,16/10/2024 17:05,Mahnoor Ali,3620724065
brown basic calculator,calculator,ab3,lost,17/10/2024 16:58,Lubna Khan,3852010159
brown pocket notebook,notebook,ab3,lost,18/10/2024 16:58,Shahid Khan,3794081211
airpods apple,earbuds,hostel,lost,13/09/2024 14:33,Tahira Ahmed,3340795356
brown framed glasses,glasses,garden,found,29/10/2024 22:01,Hassan Ahmed,3678554716
black sport earbuds,earbuds,ab2,lost,04/11/2024 13:32,Samina Ahmed,3184005835
black leather wallet,wallet,love garden,lost,29/11/2024 10:54,Tahira Ahmed,3925908760
black framed glasses,glasses,ab3,lost,10/09/2024 18:14,Sadia Ali,3848259775
black touchscreen OPPO phone,phone,ab1,found,18/10/2024 11:53,Hira Shah,3519961831
black touchscreen OPPO phone,phone,ab3,lost,13/11/2024 21:39,Ayesha Khan,3779179045
black noise-cancelling earbuds,earbuds,ab5,lost,12/10/2024 13:50,Parveen Ali,3578056121
black slim OPPO phone,phone,garden,lost,11/10/2025 11:39,Rauf Ahmed,3208962188
brown access id card,id_card,hostel,lost,17/10/2024 13:06,Adeel Khan,3945053739
brown cracked OPPO phone,phone,ab5,lost,05/09/2024 16:21,Usman Ali,3594620571
black pocket calculator,calculator,ab1,lost,11/09/2024 17:57,Salman Khan,3909548237
brown travel umbrella,umbrella,garden,lost,29/10/2024 18:31,Shagufta Ahmed,3144506483
brown shoulder bag,bag,ab1,lost,24/10/2024 23:17,Rehan Khan,3314096007
black cable charger,charger,parking,lost,12/09/2024 21:09,Alina Khan,3729651139
black in-ear earbuds,earbuds,canteen,lost,13/09/2024 17:47,Qasim Ahmed,3134413404
black small notebook,notebook,ab2,lost,01/10/2025 2:31,Junaid Ahmed,3496059308
black noise-cancelling earbuds,earbuds,ab3,lost,17/10/2024 14:32,Junaid Ahmed,3617115350
brown laminated id card,id_card,parking,lost,04/11/2024 17:02,Shazia Ali,3937754437
black android OPPO phone,phone,ab5,lost,29/01/2025 19:06,Naila Khan,3391027664
black solar calculator,calculator,garden,found,30/01/2025 19:06,Kiran Malik,3897462648
brown photo id card,id_card,cc,lost,11/10/2024 20:53,Hadia Khan,3252004557
black photo id card,id_card,garden,lost,19/10/2024 10:22,Sadia Ali,3955315913
brown slim OPPO phone,phone,ab5,lost,02/09/2024 17:31,Fahad Khan,3257000680
brown compact laptop,laptop,love garden,lost,30/10/2024 18:30,Shazia Ali,3152223822
brown photo id card,id_card,canteen,lost,06/09/2024 18:20,Yasir Khan,3821165733
black portable umbrella,umbrella,ab3,found,03/12/2024 13:05,Rizwan Ali,3132813730
black compact usb drive,usb,mosque,lost,03/09/2024 15:18,Adnan Khan,3595156808
brown access id card,id_card,library,lost,21/11/2024 10:40,Parveen Ali,3590807022
brown android OPPO phone,phone,canteen,lost,11/09/2024 10:35,Zubair Ahmed,3694851781
black tagged keys,keys,parking,lost,04/09/2024 17:52,Mehwish Khan,3283864823
black framed glasses,glasses,ab4,found,17/11/2024 21:57,Farah Khan,3238455528
black laminated id card,id_card,ab4,lost,18/09/2024 9:08,Aleena Khan,3990975156
brown sport watch,watch,cc,lost,13/12/2024 15:30,Samina Ahmed,3627505891
brown university id card,id_card,parking,found,14/12/2024 15:30,Naila Khan,3338329592
black portable umbrella,umbrella,ab3,found,15/12/2024 15:30,Hafsa Ali,3204758899
brown sports bottle,bottle,hostel,lost,30/10/2024 13:31,Daniyal Khan,3521842019
black photo id card,id_card,love garden,lost,18/02/2025 15:03,Lubna Khan,3615106549
brown sports bottle,bottle,mosque,lost,29/11/2024 13:10,Daniyal Khan,3438004697
brown bifold wallet,wallet,ab2,lost,12/12/2024 16:26,Waqar Ali,3143907070
black noise-cancelling earbuds,earbuds,library,found,04/11/2024 17:10,Waleed Ahmed,3653888348
brown zipped wallet,wallet,garden,lost,14/11/2024 22:14,Aleena Khan,3385787125
brown small usb drive,usb,ab2,lost,31/01/2025 13:17,Samina Ahmed,3936854041
brown flat keys,keys,ab1,lost,05/12/2024 16:55,Qasim Ahmed,3590314124
black zipped wallet,wallet,ab3,lost,15/12/2024 13:55,Kiran Malik,3633521378
black cracked OPPO phone,phone,ab2,found,16/12/2024 13:55,Noman Khan,3123235722
brown bifold wallet,wallet,garden,lost,27/02/2025 20:30,Shazia Ali,3863810398
black photo id card,id_card,ab2,lost,13/02/2025 11:38,Nadia Ali,3578993578
black handheld calculator,calculator,library,lost,17/04/2025 17:06,Salman Khan,3975255260
brown sports bottle,bottle,library,lost,29/11/2024 16:12,Mehwish Khan,3334540165
black plastic bottle,bottle,cc,found,19/12/2024 23:48,Naila Khan,3644829422
brown tinted glasses,glasses,garden,found,09/04/2025 17:50,Sara Ahmed,3791812240
brown rimless glasses,glasses,hostel,lost,23/04/2025 8:42,Rabia Ahmed,3550249423
black portable laptop,laptop,ab1,lost,20/08/2025 9:08,Zubair Ahmed,3120152036
brown dual-sim OPPO phone,phone,ab4,lost,06/11/2024 23:59,Noor Fatima,3538115993
black travel umbrella,umbrella,ab3,lost,14/02/2025 15:49,Ayesha Khan,3338621914
brown used laptop,laptop,ab5,found,28/04/2026 17:48,Kashif Ali,3740113620
black shoulder bag,bag,parking,lost,12/03/2026 20:37,Anum Ahmed,3529365591
black laminated id card,id_card,hostel,lost,11/07/2025 12:47,Kiran Malik,3441643620
brown card wallet,wallet,love garden,lost,19/12/2024 13:35,Hassan Ahmed,3218008089
black flat keys,keys,ab2,lost,10/02/2025 17:43,Zainab Malik,3200285054
brown wireless earbuds,earbuds,ab1,lost,30/12/2024 14:13,Shazia Ali,3589054031
black android OPPO phone,phone,canteen,lost,31/07/2025 17:34,Fahad Khan,3690592397
brown metal keys,keys,canteen,lost,17/12/2024 15:47,Abdullah Raza,3392776153
black in-ear earbuds,earbuds,library,lost,22/10/2024 12:57,Irfan Ali,3754000792
brown reusable bottle,bottle,ab2,lost,14/02/2026 15:57,Usman Ali,3262369761
brown small keys,keys,canteen,found,13/02/2025 14:23,Adnan Khan,3905874001
brown used laptop,laptop,parking,lost,15/04/2025 22:22,Zain Khan,3504711430
black basic calculator,calculator,ab3,found,16/04/2025 22:22,Yasir Khan,3351939175
black zipped wallet,wallet,ab3,lost,24/01/2025 14:06,Huma Ali,3287668943
black drawstring bag,bag,ab4,lost,04/09/2025 15:13,Nadia Ali,3688119850
black android OPPO phone,phone,garden,lost,06/04/2026 19:02,Ali Khan,3740636052
brown in-ear earbuds,earbuds,mosque,found,08/02/2025 19:00,Zubair Ahmed,3852257871
brown handheld calculator,calculator,mosque,lost,02/01/2025 14:57,Arslan Khan,3435715229
brown student id card,id_card,love garden,lost,07/11/2025 16:42,Farah Khan,3483627953
brown wrist watch,watch,canteen,lost,13/02/2025 22:15,Mehwish Khan,3659042155
brown leather wallet,wallet,library,lost,12/04/2025 14:01,Shahzaib Ali,3333711385
brown access id card,id_card,ab5,lost,09/02/2026 11:11,Usman Ali,3843776078
brown ringed keys,keys,ab2,found,14/12/2025 16:52,Usman Ali,3369489888
brown dual-sim OPPO phone,phone,ab2,lost,30/01/2026 20:03,Aiman Ali,3749020763
brown used laptop,laptop,ab5,lost,17/12/2024 18:11,Sara Ahmed,3485040914
brown laminated id card,id_card,canteen,lost,21/02/2025 15:00,Qasim Ahmed,3508820494
black portable umbrella,umbrella,library,lost,17/02/2025 23:21,Shayan Ali,3436492060
brown laminated id card,id_card,canteen,lost,06/03/2025 23:17,Hania Khan,3493975228
brown water bottle,bottle,ab4,lost,20/04/2025 14:15,Javed Ali,3892333867
brown zipped wallet,wallet,garden,lost,31/01/2025 12:16,Junaid Ahmed,3552460752
brown basic calculator,calculator,ab3,lost,03/09/2024 21:02,Eman Ali,3798148451
black rimless glasses,glasses,ab1,lost,11/11/2024 9:07,Asad Ahmed,3475999187
black touchscreen OPPO phone,phone,garden,lost,13/03/2025 11:58,Ali Khan,3675650395
brown USB-C charger,charger,ab1,lost,23/09/2025 13:45,Waqar Ali,3273304812
brown wireless earbuds,earbuds,ab3,lost,12/11/2025 13:34,Zubair Ahmed,3405804278
brown wireless earbuds,earbuds,ab3,lost,02/06/2025 12:00,Arslan Khan,3263363775
black small keys,keys,garden,found,15/08/2025 14:14,Sehrish Khan,3711765980
black wireless earbuds,earbuds,ab3,lost,09/03/2026 21:03,Javed Ali,3973391098
brown tote bag,bag,hostel,lost,30/12/2024 18:56,Nimra Khan,3618962139
brown sport watch,watch,ab5,lost,25/02/2026 14:54,Eman Ali,3968281887
brown reading glasses,glasses,garden,found,19/02/2026 2:40,Sehrish Khan,3858052063
brown card wallet,wallet,hostel,lost,15/12/2025 15:34,Sobia Khan,3514643101
brown wrist watch,watch,ab2,lost,15/07/2025 12:04,Samina Ahmed,3319157100
brown sport watch,watch,parking,found,01/12/2025 14:50,Qasim Ahmed,3380328595
black compact laptop,laptop,ab5,lost,06/03/2025 20:30,Hassan Ahmed,3449258810
black touchscreen OPPO phone,phone,ab1,lost,04/02/2025 15:59,Alina Khan,3282214005
brown touchscreen OPPO phone,phone,ab1,lost,12/11/2025 18:12,Saad Ahmed,3789762151
black canvas bag,bag,garden,lost,20/05/2025 10:32,Minal Ahmed,3730696284
black slim wallet,wallet,cc,lost,28/04/2026 13:12,Sara Ahmed,3309692391
brown zipper bag,bag,love garden,lost,26/09/2025 9:52,Ahmed Raza,3319559796
brown USB-C charger,charger,ab5,lost,10/09/2025 10:56,Huma Ali,3875540526
black tote bag,bag,love garden,lost,24/05/2025 17:03,Minal Ahmed,3635801509
black university id card,id_card,library,lost,17/02/2026 9:33,Shagufta Ahmed,3693674139
brown wrist watch,watch,love garden,lost,21/04/2025 16:26,Arslan Khan,3505886178
brown noise-cancelling earbuds,earbuds,ab4,found,22/08/2025 12:36,Umar Khan,3875568256
black portable umbrella,umbrella,mosque,lost,23/08/2025 12:36,Anum Ahmed,3964135970
brown handheld calculator,calculator,ab5,found,02/09/2025 15:04,Naveed Khan,3621874918
black lined notebook,notebook,ab2,lost,18/02/2026 15:48,Arslan Khan,3268390369
black wireless earbuds,earbuds,hostel,lost,11/02/2025 10:52,Omar Farooq,3539380028
brown small notebook,notebook,ab2,lost,05/03/2025 12:50,Hafsa Ali,3758359067
black zipped wallet,wallet,ab4,lost,26/09/2025 15:12,Shazia Ali,3612506453
black digital watch,watch,parking,lost,11/04/2025 20:53,Sajid Khan,3795432097
brown cracked OPPO phone,phone,ab3,lost,03/09/2025 15:51,Huma Ali,3891854666
brown travel umbrella,umbrella,garden,found,11/03/2025 11:34,Rizwan Ali,3780042553
black in-ear earbuds,earbuds,library,lost,02/09/2025 14:27,Bushra Ahmed,3768876882
brown sport watch,watch,love garden,found,17/12/2025 22:37,Noman Khan,3807331658
black student id card,id_card,cc,lost,20/02/2026 13:16,Daniyal Khan,3945864192
brown steel bottle,bottle,canteen,lost,04/11/2025 17:47,Minal Ahmed,3499096582
brown photo id card,id_card,parking,found,14/10/2024 15:17,Samina Ahmed,3668873389
brown basic calculator,calculator,love garden,lost,08/09/2025 14:19,Kiran Malik,3474365790
brown fast charger,charger,cc,lost,26/11/2025 15:41,Hamza Ali,3828418896
brown photo id card,id_card,mosque,lost,24/03/2025 11:08,Umar Khan,3111320632
black zipper bag,bag,ab5,found,11/02/2025 15:51,Uzma Ahmed,3677881061
brown sport earbuds,earbuds,cc,lost,01/09/2025 11:46,Noman Khan,3950413277
brown handheld calculator,calculator,library,lost,20/07/2025 16:52,Salman Khan,3246541202
brown university id card,id_card,love garden,lost,19/08/2025 10:19,Hafsa Ali,3371295222
black wall charger,charger,library,lost,21/02/2025 10:37,Ahmed Raza,3625669965
brown spiral notebook,notebook,parking,lost,06/03/2026 10:32,Zubair Ahmed,3668019996
black card wallet,wallet,ab1,lost,22/08/2025 12:00,Mahnoor Ali,3599859421
brown business laptop,laptop,love garden,lost,27/08/2025 10:47,Omar Farooq,3268991571
black card wallet,wallet,cc,lost,11/04/2025 17:18,Hira Shah,3943725742
brown laminated id card,id_card,ab1,lost,22/05/2025 21:03,Sobia Khan,3567086905
black dual-sim OPPO phone,phone,hostel,lost,12/03/2025 11:50,Saad Ahmed,3580405987
brown leather wallet,wallet,ab5,lost,13/08/2025 18:05,Anum Ahmed,3417841379
black android OPPO phone,phone,ab1,lost,16/09/2025 14:23,Mudassir Ali,3672255740
brown small umbrella,umbrella,ab2,found,09/05/2025 11:59,Sidra Khan,3290300729
black compact laptop,laptop,ab3,found,27/04/2026 20:02,Zubair Ahmed,3683711443
brown compact umbrella,umbrella,garden,lost,08/05/2025 15:59,Mahnoor Ali,3807555875
black pocket notebook,notebook,ab2,found,01/03/2025 10:01,Kashif Ali,3777391071
brown canvas bag,bag,library,lost,20/08/2025 14:13,Rabia Ahmed,3257850337
black portable usb drive,usb,ab1,lost,05/08/2025 18:40,Omar Farooq,3977303976
black access id card,id_card,ab3,lost,10/10/2025 13:37,Minal Ahmed,3645203206
brown reusable bottle,bottle,ab5,lost,08/04/2026 12:29,Talha Khan,3505265219
brown tagged keys,keys,ab5,lost,18/12/2025 11:49,Rizwan Ali,3439355610
brown slim OPPO phone,phone,love garden,lost,14/08/2025 9:35,Zubair Ahmed,3251584973
brown solar calculator,calculator,library,lost,01/03/2025 15:51,Rizwan Ali,3511451406
black photo id card,id_card,hostel,lost,21/07/2025 14:01,Daniyal Khan,3548402380
black prescription glasses,glasses,garden,lost,07/10/2025 1:25,Hassan Ahmed,3818537198
black canvas bag,bag,garden,lost,21/04/2026 12:25,Qasim Ahmed,3513313717
brown water bottle,bottle,love garden,lost,31/10/2025 14:59,Bilawal Ali,3405632101
brown spiral notebook,notebook,mosque,found,03/11/2025 11:11,Eman Ali,3239274168
brown compact laptop,laptop,ab3,lost,09/09/2025 20:33,Tehmina Ali,3495907805
black in-ear earbuds,earbuds,ab3,lost,12/08/2025 0:26,Usman Ali,3213859400
brown tote bag,bag,love garden,found,12/08/2025 10:01,Komal Khan,3118719868
brown university id card,id_card,ab1,lost,04/02/2026 21:30,Umar Khan,3567560352
black compact umbrella,umbrella,ab3,lost,20/06/2025 12:01,Sumbul Ahmed,3647906216
brown slim laptop,laptop,hostel,found,16/05/2025 9:10,Imran Ali,3463317384
brown access id card,id_card,ab2,lost,04/10/2025 9:32,Taha Ali,3160892513
black analog watch,watch,garden,found,03/03/2026 23:08,Minal Ahmed,3698706726
brown cracked OPPO phone,phone,ab5,lost,19/02/2026 19:31,Ayesha Khan,3985372974
brown slim wallet,wallet,canteen,lost,07/03/2025 14:38,Ali Khan,3293658688
black spiral notebook,notebook,ab5,lost,04/06/2025 16:32,Huzaifa Ahmed,3642168090
black ringed keys,keys,canteen,lost,23/04/2026 2:11,Javed Ali,3431904260
brown slim laptop,laptop,ab2,lost,24/05/2025 17:50,Rizwan Ali,3160768962
black leather wallet,wallet,love garden,lost,26/01/2026 12:43,Mahnoor Ali,3439693828
black zipped wallet,wallet,garden,lost,13/03/2025 13:45,Huzaifa Ahmed,3148734606
brown cracked OPPO phone,phone,ab4,lost,09/12/2025 20:21,Shazia Ali,3882961101
brown 64gb usb drive,usb,canteen,found,09/10/2025 21:26,Sohail Ali,3476352783
black in-ear earbuds,earbuds,garden,found,19/09/2025 13:30,Hira Shah,3188197230
black zipped wallet,wallet,ab5,lost,12/03/2026 19:21,Fahad Khan,3545613561
brown compact earbuds,earbuds,hostel,lost,02/09/2025 1:00,Zain Khan,3284040821
black university id card,id_card,cc,lost,22/05/2025 19:00,Anaya Ali,3217862092
black hard-cover notebook,notebook,hostel,lost,29/05/2025 16:14,Shazia Ali,3277005286
brown zipper bag,bag,hostel,lost,04/03/2025 12:25,Ayesha Khan,3668051888
brown water bottle,bottle,mosque,lost,11/11/2025 10:32,Kiran Malik,3358463362
brown portable charger,charger,canteen,lost,24/10/2025 13:04,Daniyal Khan,3623506938
brown USB-C charger,charger,love garden,lost,04/09/2025 11:44,Ayesha Khan,3898003762
brown business laptop,laptop,library,lost,02/11/2025 16:32,Uzma Ahmed,3669643746
